shipment_id,ship_date,expected_delivery,actual_delivery,region,carrier,warehouse,customer,distance_km,freight_cost,weight_kg,shipment_status
SHP-04718,2024-03-25,2024-03-27,2024-03-27,South,QuickMove,WH-04,Omega Inc,397.96,322.19,25.39,In Transit
SHP-03508,2024-05-20,2024-05-22,2024-05-23,Central,FastShip,WH-10,Global Solutions,381.4,388.13,28.54,Delivered
SHP-00202,2024-03-27,2024-03-29,2024-03-29,West,FastShip,WH-06,Delta Industries,188.54,166.54,14.37,Delivered
SHP-01333,2024-08-29,2024-09-01,2024-08-31,West,QuickMove,WH-10,Omega Ltd,325.5,210.31,16.8,Delivered
SHP-03503,2024-09-15,2024-09-18,2024-09-20,North,GlobalFreight,WH-01,Delta Solutions,150.54,66.75,76.98,Delivered
SHP-02709,2024-07-06,2024-07-09,2024-07-09,East,speedex,WH-07,Omega Corp,174.75,264.11,17.04,Delivered
SHP-04022,2024-10-13,2024-10-14,2024-10-16,South,SpeedEx,WH-08,Prime Partners,149.91,169.16,23.78,In Transit
SHP-01855,2024-09-13,2024-09-16,2024-09-16,West,SpeedEx,WH-08,Prime Solutions,391.2,428.37,16.89,Delivered
SHP-04520,2024-05-06,2024-05-09,2024-05-10,South,ReliableCo,WH-02,Acme Ltd,151.05,72.57,21.53,Delivered
SHP-02873,2024-12-15,2024-12-18,2024-12-19,North,Speed Ex,WH-02,Alpha Industries,167.97,150.59,22.79,Delivered
SHP-03031,2024-04-20,2024-04-22,2024-04-22,East,GlobalFreight,WH-06,Prime LLC,431.51,295.81,16.21,Delivered
SHP-01206,2024-08-17,2024-08-19,2024-08-19,North,GlobalFreight,WH-01,Sigma Solutions,222.52,77.06,19.89,Delivered
SHP-01646,2024-02-07,2024-02-08,2024-02-08,Central,FastShip,WH-01,Prime Partners,205.87,,6.82,Delivered
SHP-03418,2024-03-17,2024-03-20,2024-03-21,West,FastShip,WH-09,Alpha Ltd,249.56,278.88,21.16,Delivered
SHP-03477,2024-11-24,2024-11-27,2024-11-26,East,SpeedEx,WH-02,Acme Enterprises,100.25,106.98,14.85,Delivered
SHP-02862,2025-04-17,2025-04-18,2025-04-19,West,QuickMove,WH-01,Beta Co,106.57,70.46,35.8,Delivered
SHP-01793,2025-02-15,2025-02-18,2025-02-18,North,FastShip,WH-03,Sigma Industries,469.25,364.82,16.9,Delayed
SHP-03798,2025-01-20,2025-01-22,2025-01-22,West,FastShip,WH-08,Delta Ltd,286.56,198.06,4.36,Delivered
SHP-03369,2024-04-26,2024-04-27,2024-04-29,South,QuickMove,WH-10,Alpha Co,96.34,52.94,26.6,Delivered
SHP-03368,2025-05-16,2025-05-18,2025-05-19,North,FastShip,WH-10,Omega LLC,359.19,345.91,4.87,Delivered
SHP-03534,2024-01-01,2024-01-04,2024-01-03,East,QuickMove,WH-07,Delta LLC,553.12,396.06,29.8,Delayed
SHP-04443,2025-06-01,2025-06-04,2025-06-05,North,SpeedEx,WH-06,Global Corp,110.03,172.1,20.55,Delivered
SHP-03450,2024-02-20,2024-02-22,2024-02-22,East,QuickMove,WH-01,Beta Industries,192.24,163.09,,Delivered
SHP-00604,2024-01-10,2024-01-13,2024-01-12,North,GlobalFreight,WH-10,Acme Solutions,124.77,112.95,24.29,Delayed
SHP-03057,2024-05-05,2024-05-08,2024-05-10,South,QuickMove,WH-03,Global Partners,170.0,95.91,18.83,Delivered
SHP-04410,2025-04-05,2025-04-06,2025-04-06,East,ReliableCo,WH-07,Global Co,339.1,,6.32,Delivered
SHP-00127,2024-07-13,2024-07-14,2024-07-14,North,SpeedEx,WH-06,Omega Enterprises,165.61,157.64,10.97,Delivered
SHP-03877,2024-01-25,2024-01-27,2024-01-27,North,QuickMove,WH-05,Acme Group,129.05,93.91,16.75,Delivered
SHP-02936,2024-02-11,2024-02-13,2024-02-13,North,FastShip,WH-06,Beta Inc,242.01,201.77,18.52,In Transit
SHP-03532,2025-03-18,2025-03-23,2025-03-24,South,ReliableCo,WH-02,Alpha Solutions,885.42,690.1,7.74,Delivered
SHP-02731,2025-05-30,2025-06-01,2025-06-01,West,QuickMove,WH-10,Beta Group,648.85,564.0,,Delivered
SHP-00828,2024-01-17,2024-01-19,2024-01-20,North,GlobalFreight,WH-08,Omega LLC,703.95,172.78,27.51,Delivered
SHP-01640,2025-04-12,2025-04-14,2025-04-14,East,FastShip,WH-08,Prime LLC,229.32,218.49,53.59,Delivered
SHP-00985,2024-02-10,2024-02-14,2024-02-14,West,SpeedEx,WH-01,Global Ltd,517.86,524.4,11.7,Delivered
SHP-03282,2025-06-06,2025-06-08,2025-06-07,West,ReliableCo,WH-04,Global Solutions,301.83,289.94,14.21,Delivered
SHP-03472,2024-08-16,2024-08-18,2024-08-18,East,SpeedEx,WH-03,Acme Enterprises,560.85,736.77,12.63,Delivered
SHP-02189,2025-01-05,2025-01-06,2025-01-06,North,SpeedEx,WH-08,Beta Partners,354.76,332.05,48.84,In Transit
SHP-04665,2024-01-29,2024-02-01,2024-02-02,South,GlobalFreight,WH-01,Sigma Group,127.5,95.79,16.11,Delivered
SHP-02444,2024-11-04,2024-11-05,2024-11-06,South,QuickMove,WH-08,Alpha Corp,104.08,69.71,,Delivered
SHP-00363,2024-05-10,2024-05-14,2024-05-15,West,SpeedEx,WH-08,Delta Partners,514.38,605.54,66.13,In Transit
SHP-02350,2024-08-03,2024-08-04,2024-08-04,West,FastShip,WH-01,Acme Partners,358.58,276.12,31.44,Delivered
SHP-00346,2025-06-06,2025-06-08,2025-06-08,West,ReliableCo,WH-10,Omega Solutions,367.51,434.2,13.14,Delivered
SHP-00815,2024-07-10,2024-07-11,2024-07-11,East,GlobalFreight,WH-10,Sigma Enterprises,144.22,137.88,54.9,Delivered
SHP-03206,2024-09-10,2024-09-12,2024-09-12,East,GlobalFreight,WH-03,Beta Ltd,577.64,380.15,31.49,Delivered
SHP-04333,2025-04-01,2025-04-05,2025-04-07,West,QuickMove,WH-01,Omega Co,1210.48,862.51,13.12,In Transit
SHP-04850,2024-10-15,2024-10-17,2024-10-17,West,QuickMove,WH-01,Alpha Inc,362.9,204.16,19.02,Delivered
SHP-03326,2024-10-24,2024-10-27,2024-10-27,West,FastShip,WH-04,Alpha Co,268.88,206.61,35.81,Delivered
SHP-04107,2025-04-11,2025-04-12,2025-04-12,Central,FastShip,WH-06,Sigma Co,259.52,203.79,7.9,Delivered
SHP-02117,2024-05-19,2024-05-21,2024-05-21,North,QuickMove,WH-04,Omega Solutions,442.82,336.71,53.57,Delivered
SHP-01835,2024-07-28,2024-07-29,2024-07-29,Central,SpeedEx,WH-07,Global Solutions,239.38,264.4,46.87,Delivered
SHP-00794,2024-11-18,2024-11-21,2024-11-22,west,QuickMove,WH-09,Omega LLC,111.02,66.59,11.86,Delivered
SHP-02374,2024-12-31,2025-01-02,2025-01-02,Central,QuickMove,WH-05,Omega Corp,188.75,114.64,8.61,Delayed
SHP-02675,2024-10-27,2024-10-31,2024-10-31,Central,speedex,WH-09,Alpha Ltd,559.36,688.18,4.67,Delivered
SHP-00095,2024-11-04,2024-11-08,2024-11-08,North,ReliableCo,WH-10,Beta Partners,412.98,490.6,11.41,Delivered
SHP-03757,2024-01-03,2024-01-06,2024-01-06,West,QuickMove,WH-09,Alpha Corp,330.35,234.35,33.72,Delayed
SHP-02892,2024-12-13,2024-12-17,2024-12-17,West,QuickMove,WH-05,Acme Corp,464.83,333.97,16.89,Delivered
SHP-02372,2024-08-30,2024-08-31,2024-08-31,East,QuickMove,WH-04,Delta Inc,99.96,68.35,46.37,Delivered
SHP-04196,2024-06-01,2024-06-03,2024-06-03,East,GlobalFreight,WH-02,Beta Enterprises,457.93,466.96,31.02,Delivered
SHP-04482,2025-06-07,2025-06-10,2025-06-10,North,FastShip,WH-01,Delta Partners,117.22,98.57,10.63,Delivered
SHP-03229,2024-07-29,2024-08-01,2024-08-02,Central,FastShip,WH-01,Prime Co,695.64,562.22,25.72,Delivered
SHP-02854,2025-06-08,2025-06-10,2025-06-11,Central,ReliableCo,WH-01,Acme Group,311.47,235.75,12.81,Delivered
SHP-02913,2024-02-11,2024-02-13,2024-02-13,Central,ReliableCo,WH-07,Alpha Industries,277.2,290.57,16.27,Delivered
SHP-01866,2024-04-16,2024-04-19,2024-04-19,Central,ReliableCo,WH-02,Acme Solutions,170.13,87.42,8.97,In Transit
SHP-01858,2024-03-14,2024-03-15,2024-03-15,West,GlobalFreight,WH-08,Beta Inc,276.28,169.06,7.42,Delivered
SHP-02646,2024-01-02,2024-01-04,2024-01-06,East,QuickMove,,Beta Solutions,127.33,82.93,4.25,Delivered
SHP-02244,2024-12-27,2024-12-28,2024-12-29,North,SpeedEx,WH-02,Beta Enterprises,164.78,214.93,10.6,Delivered
SHP-02337,2025-04-23,2025-04-26,2025-04-27,West,ReliableCo,WH-09,Sigma Solutions,249.3,203.47,33.95,Delivered
SHP-00951,2024-02-27,2024-02-29,2024-02-28,West,ReliableCo,WH-05,Prime Corp,106.36,53.88,22.46,In Transit
SHP-03069,2024-07-29,2024-07-30,2024-07-30,North,ReliableCo,WH-06,Delta Group,222.17,175.24,41.22,Delivered
SHP-01121,2024-03-11,2024-03-12,2024-03-12,East,SpeedEx,WH-05,Alpha Partners,119.5,106.2,29.59,Delivered
SHP-02598,2025-06-08,2025-06-12,2025-06-13,West,GlobalFreight,WH-10,Omega Solutions,725.55,0.01,47.07,In Transit
SHP-02205,2025-03-28,2025-03-31,2025-03-31,Central,GlobalFreight,WH-02,Global Co,208.3,155.26,24.22,Delayed
SHP-00420,2024-10-05,2024-10-07,2024-10-09,South,SpeedEx,WH-10,Acme Solutions,507.91,685.46,14.85,Delivered
SHP-00923,2025-02-28,2025-03-04,2025-03-04,South,GlobalFreight,WH-05,Delta Inc,525.96,399.74,36.15,Delivered
SHP-01255,2024-12-17,2024-12-19,2024-12-20,East,ReliableCo,WH-06,Alpha Ltd,69.21,54.06,26.54,Delivered
SHP-00478,2024-04-20,2024-04-23,2024-04-23,Central,SpeedEx,WH-08,Acme Enterprises,119.54,,95.77,Delivered
SHP-02036,2024-06-27,2024-06-30,2024-06-30,Central,FastShip,WH-07,Alpha Partners,167.67,106.14,14.5,Delivered
SHP-01203,2024-01-24,2024-01-27,2024-01-27,East,SpeedEx,WH-09,Beta Solutions,576.16,742.74,5.26,Delivered
SHP-02627,2025-02-10,2025-02-13,2025-02-14,west,ReliableCo,WH-01,Delta Corp,248.02,166.59,5.38,Delivered
SHP-04873,2024-12-24,2024-12-25,2024-12-25,South,ReliableCo,WH-03,Beta Solutions,128.38,171.53,73.12,Delivered
SHP-01971,2024-06-20,2024-06-22,2024-06-22,North,GlobalFreight,WH-05,Acme Ltd,110.83,109.24,19.3,Delivered
SHP-03111,2025-05-02,2025-05-05,2025-05-05,East,ReliableCo,WH-10,Beta Ltd,292.0,182.25,7.33,In Transit
SHP-04019,2025-03-18,2025-03-19,2025-03-20,Central,SpeedEx,WH-07,Beta Ltd,110.94,125.9,34.73,Delayed
SHP-02152,2025-02-21,2025-02-23,2025-02-23,North,SpeedEx,WH-02,Prime Ltd,353.53,263.26,68.48,Delivered
SHP-03688,2024-04-10,2024-04-13,2024-04-13,East,FastShip,WH-06,Acme Industries,261.56,267.95,18.12,Delivered
SHP-01998,2024-05-13,2024-05-14,2024-05-15,North,QuickMove,WH-04,Delta Corp,297.33,244.09,19.75,Delivered
SHP-04034,2025-02-07,2025-02-09,2025-02-09,East,QuickMove,WH-06,Global Group,130.12,76.99,21.08,Delivered
SHP-03055,2024-07-22,2024-07-25,2024-07-25,north,FastShip,WH-08,Delta Industries,195.89,168.03,21.96,Delayed
SHP-01249,2025-02-23,2025-02-24,2025-02-25,west,QuickMove,WH-03,Beta Enterprises,228.4,144.87,19.41,In Transit
SHP-02193,2024-03-05,2024-03-07,2024-03-08,North,QuickMove,WH-06,Alpha Enterprises,252.52,167.29,60.22,Delivered
SHP-02713,2024-05-12,2024-05-13,2024-05-13,East,GlobalFreight,WH-04,Delta Inc,206.59,70.38,32.62,Delivered
SHP-00993,2024-05-01,2024-05-06,2024-05-08,West,QuickMove,WH-05,Omega Enterprises,819.89,541.35,9.29,Delayed
SHP-02191,2024-09-20,2024-09-22,2024-09-22,North,SpeedEx,WH-10,Beta Group,438.28,351.98,30.12,Delayed
SHP-03763,2025-02-10,2025-02-13,2025-02-14,South,fastship,WH-01,Beta Co,456.7,379.88,38.46,Delivered
SHP-03598,2024-02-12,2024-02-15,2024-02-15,Central,FastShip,WH-02,Sigma Corp,260.29,178.0,46.57,Returned
SHP-01319,2025-02-04,2025-02-07,2025-02-08,West,Quick Move,WH-08,Prime Co,119.12,78.51,34.76,In Transit
SHP-01864,2024-06-11,2024-06-12,2024-06-13,East,ReliableCo,WH-10,Sigma Corp,129.28,69.66,9.63,Delivered
SHP-02344,2024-10-31,2024-11-02,2024-11-02,North,SpeedEx,WH-06,Alpha LLC,171.75,154.18,9.8,Delivered
SHP-02450,2024-06-07,2024-06-10,2024-06-11,West,SpeedEx,WH-03,Delta Group,237.25,254.14,8.77,Delivered
SHP-02137,2024-03-04,2024-03-06,2024-03-08,West,SpeedEx,WH-07,Beta Partners,253.78,284.32,45.84,Delivered
SHP-01066,2024-10-11,2024-10-15,2024-10-15,North,QuickMove,WH-09,Sigma Corp,445.22,345.47,16.38,Delivered
SHP-00592,2024-12-20,2024-12-22,2024-12-23,North,FastShip,WH-05,Prime Co,167.74,129.1,6.08,Delivered
SHP-04228,2024-10-20,2024-10-23,2024-10-24,East,SpeedEx,WH-01,Prime Enterprises,308.88,252.38,11.12,Delivered
SHP-02622,2024-02-09,2024-02-12,2024-02-12,Central,SpeedEx,WH-07,Global Partners,344.32,357.89,39.39,Delivered
SHP-00078,2025-04-20,2025-04-23,2025-04-23,Central,GlobalFreight,WH-06,Delta Solutions,339.77,181.67,43.34,Delayed
SHP-02899,2025-03-18,2025-03-22,2025-03-22,East,ReliableCo,WH-08,Acme Co,992.09,746.56,36.86,Delayed
SHP-01315,2024-08-23,2024-08-26,2024-08-26,South,QuickMove,WH-06,Alpha Inc,191.05,102.65,82.75,In Transit
SHP-04422,2024-09-04,2024-09-06,2024-09-07,South,GlobalFreight,WH-07,Beta Industries,479.94,,10.52,In Transit
SHP-00873,2024-12-27,2024-12-30,2024-12-29,Central,FastShip,WH-02,Acme Ltd,140.51,112.54,17.3,In Transit
SHP-03851,2024-04-18,2024-04-20,2024-04-21,East,ReliableCo,WH-07,Alpha Co,264.03,127.48,73.21,In Transit
SHP-04842,2024-01-26,2024-01-29,2024-01-30,North,SpeedEx,WH-10,Beta Inc,222.1,312.41,23.23,Delivered
SHP-02966,2024-01-12,2024-01-15,2024-01-15,South,ReliableCo,WH-02,Acme Partners,315.08,275.58,63.18,In Transit
SHP-03392,2024-11-14,2024-11-17,2024-11-17,East,SpeedEx,WH-02,Sigma Inc,162.58,203.21,11.0,Delivered
SHP-02561,2025-02-15,2025-02-19,2025-02-20,South,ReliableCo,WH-09,Omega Ltd,672.78,440.19,28.82,Delayed
SHP-04952,2025-01-27,2025-01-30,2025-01-30,central,QuickMove,WH-03,Acme Corp,413.58,301.19,10.58,Delivered
SHP-02636,2024-08-09,2024-08-10,2024-08-10,North,FastShip,WH-07,Alpha Industries,106.03,91.22,2.81,Delivered
SHP-03531,2024-03-11,2024-03-12,2024-03-12,north,ReliableCo,WH-03,Acme LLC,50.0,46.51,13.09,In Transit
SHP-00376,2024-05-19,2024-05-21,2024-05-21,South,GlobalFreight,WH-10,Acme Group,390.34,138.39,20.04,Delivered
SHP-01909,2025-06-03,2025-06-06,2025-06-06,East,SpeedEx,WH-04,Sigma Corp,436.68,682.53,14.99,In Transit
SHP-04382,2024-11-20,2024-11-23,2024-11-24,West,SpeedEx,WH-09,Global Partners,71.64,78.0,40.52,Delayed
SHP-04429,2025-05-23,2025-05-27,2025-05-27,East,GlobalFreight,WH-05,,515.03,258.58,27.13,Delivered
SHP-04028,2024-03-26,2024-03-27,2024-03-27,East,SpeedEx,WH-09,Beta Inc,171.7,181.28,35.09,In Transit
SHP-01605,2025-06-06,2025-06-07,2025-06-08,Central,ReliableCo,WH-05,Delta Ltd,113.22,96.05,17.11,Delivered
SHP-01119,2025-06-20,2025-06-24,2025-06-24,Central,GlobalFreight,WH-01,Acme Solutions,532.19,454.35,28.78,Delivered
SHP-03678,2024-01-26,2024-01-29,2024-01-29,West,FastShip,WH-10,Delta LLC,413.45,271.79,13.54,Returned
SHP-03491,2024-11-21,2024-11-24,2024-11-24,Central,SpeedEx,WH-05,Acme Corp,163.95,197.46,21.26,Delivered
SHP-04919,2025-04-17,2025-04-20,2025-04-20,Central,ReliableCo,,Alpha Inc,260.32,0.01,42.61,Delivered
SHP-02959,2024-02-04,2024-02-07,2024-02-06,East,SpeedEx,WH-08,Alpha Ltd,317.32,234.51,20.36,Delayed
SHP-01995,2025-05-10,2025-05-13,2025-05-14,West,FastShip,WH-08,Beta Ltd,135.27,116.72,6.04,Delivered
SHP-02125,2024-02-23,2024-02-24,2024-02-25,Central,GlobalFreight,WH-10,Beta Enterprises,337.4,22.28,42.31,Delivered
SHP-04405,2025-03-13,2025-03-16,2025-03-17,East,FastShip,WH-05,Delta Partners,274.02,258.44,137.03,Delivered
SHP-02377,2024-09-09,2024-09-11,2024-09-12,North,QuickMove,WH-04,Acme LLC,741.61,510.15,33.42,In Transit
SHP-01343,2024-05-30,2024-06-01,2024-06-03,West,SpeedEx,WH-06,Delta LLC,182.49,144.06,9.13,Delivered
SHP-00321,2024-01-11,2024-01-14,2024-01-15,South,SpeedEx,WH-05,Prime Ltd,265.1,338.55,39.24,Delivered
SHP-01620,2024-10-18,2024-10-21,2024-10-21,East,FastShip,WH-04,Delta Ltd,455.92,370.84,24.69,Delivered
SHP-03714,2025-02-28,2025-03-01,2025-03-02,South,Global Freight,WH-08,Delta Corp,380.47,278.14,21.76,Delivered
SHP-02061,2025-01-27,2025-01-28,2025-01-28,South,SpeedEx,WH-09,Global Corp,278.02,293.74,51.27,Delivered
SHP-02220,2024-02-03,2024-02-06,2024-02-05,west,QuickMove,WH-10,Prime LLC,207.36,156.9,12.76,Delivered
SHP-01674,2024-01-14,2024-01-17,2024-01-17,Central,SpeedEx,WH-02,Acme Industries,212.15,260.99,9.43,Delivered
SHP-00261,2025-06-10,2025-06-13,2025-06-13,West,FastShip,WH-03,Omega Enterprises,672.07,680.0,19.55,Delivered
SHP-04467,2024-06-17,2024-06-19,2024-06-20,South,ReliableCo,WH-01,Sigma Solutions,118.39,53.21,17.46,Delayed
SHP-02040,2024-05-02,2024-05-04,2024-05-04,West,ReliableCo,WH-10,Delta Ltd,272.94,228.5,11.78,Delivered
SHP-00902,2024-05-12,2024-05-14,2024-05-14,East,ReliableCo,WH-08,Delta Co,391.22,232.4,42.84,In Transit
SHP-03745,2024-10-22,2024-10-23,2024-10-24,North,QuickMove,WH-10,Alpha Inc,137.55,81.09,29.22,Delivered
SHP-02027,2024-02-23,2024-02-25,2024-02-25,North,QuickMove,WH-09,Beta Group,122.19,85.06,35.63,Delayed
SHP-04235,2025-02-20,2025-02-21,2025-02-23,North,QuickMove,WH-01,Global LLC,188.01,124.31,16.0,Delivered
SHP-01918,2024-09-04,2024-09-05,2024-09-06,West,SpeedEx,WH-01,Prime Corp,244.09,314.26,,Delivered
SHP-01829,2024-09-15,2024-09-17,2024-09-17,Central,FastShip,WH-07,Global LLC,279.88,190.96,58.99,In Transit
SHP-01574,2024-10-11,2024-10-14,2024-10-15,East,GlobalFreight,WH-03,Delta Solutions,331.4,80.44,32.3,In Transit
SHP-04444,2024-12-20,2024-12-22,2024-12-22,Central,GlobalFreight,WH-09,Acme Partners,94.02,22.18,36.76,Delivered
SHP-04209,2025-04-11,2025-04-12,2025-04-12,West,SpeedEx,WH-04,Beta Partners,368.56,463.22,23.38,Delivered
SHP-00225,2024-04-10,2024-04-13,2024-04-13,North,ReliableCo,WH-05,Delta Corp,221.35,219.42,11.34,Delivered
SHP-00724,2024-06-06,2024-06-07,2024-06-08,West,ReliableCo,WH-04,Prime Co,387.97,330.41,313.68,In Transit
SHP-04536,2024-08-20,2024-08-23,2024-08-23,West,GlobalFreight,WH-06,Omega Group,570.31,647.41,20.03,Delivered
SHP-01142,2025-03-10,2025-03-11,2025-03-11,East,SpeedEx,WH-06,Global Solutions,393.51,516.73,8.5,Delivered
SHP-02763,2024-03-24,2024-03-25,2024-03-26,North,FastShip,WH-06,Delta Enterprises,218.78,233.36,6.23,Delivered
SHP-00847,2025-02-08,2025-02-10,2025-02-10,East,GLOBALFREIGHT,WH-09,Acme Group,475.11,168.73,21.21,Delivered
SHP-04290,2024-09-26,2024-09-27,2024-09-28,South,ReliableCo,WH-01,Omega Ltd,192.17,138.91,19.42,Returned
SHP-02552,2024-10-20,2024-10-23,2024-10-24,East,Quick Move,WH-09,Prime Group,244.6,208.31,6.99,In Transit
SHP-02929,2024-09-15,2024-09-17,2024-09-17,West,FastShip,WH-01,Alpha Ltd,485.16,454.99,6.23,Delivered
SHP-00118,2024-08-25,2024-08-28,2024-08-28,Central,ReliableCo,WH-10,Delta Group,177.99,123.7,4.01,Delivered
SHP-00646,2024-03-04,2024-03-05,2024-03-06,Central,QuickMove,WH-06,Sigma Industries,305.9,212.51,47.3,Delivered
SHP-00004,2025-04-02,2025-04-04,2025-04-03,West,SpeedEx,WH-04,Delta Enterprises,282.92,189.21,13.55,In Transit
SHP-04171,2024-07-11,2024-07-13,2024-07-13,Central,SpeedEx,WH-08,Prime Industries,309.83,261.06,7.55,Delivered
SHP-00468,2024-01-02,2024-01-03,2024-01-03,Central,FastShip,WH-04,Sigma Industries,127.16,86.99,17.28,Delayed
SHP-00006,2024-03-16,2024-03-19,2024-03-19,West,FastShip,WH-02,Beta Partners,589.57,507.1,7.41,In Transit
SHP-00920,2025-06-24,2025-06-27,2025-06-27,North,QuickMove,WH-07,Delta Partners,255.68,209.44,18.94,Delayed
SHP-02596,2024-05-08,2024-05-12,2024-05-13,West,SpeedEx,WH-05,Omega Group,1001.71,871.03,21.54,In Transit
SHP-01064,2024-03-17,2024-03-20,2024-03-20,West,GlobalFreight,WH-10,Acme Partners,277.47,185.95,41.46,In Transit
SHP-02591,2024-09-23,2024-09-25,2024-09-25,East,GlobalFreight,WH-08,Prime Group,257.86,173.69,8.42,Delivered
SHP-00243,2024-02-07,2024-02-08,2024-02-07,West,QuickMove,WH-05,Global Industries,238.87,170.27,12.47,Delivered
SHP-01161,2025-05-31,2025-06-01,2025-06-02,South,GlobalFreight,WH-03,Beta Industries,398.77,212.27,53.11,In Transit
SHP-02871,2025-02-13,2025-02-16,2025-02-17,West,GlobalFreight,WH-07,Omega Industries,246.92,120.4,14.35,In Transit
SHP-03736,2025-01-28,2025-01-29,2025-01-29,West,SpeedEx,WH-08,Beta Solutions,206.86,188.84,8.22,Delivered
SHP-02398,2024-02-22,2024-02-23,2024-02-23,East,GlobalFreight,WH-10,Sigma Group,71.13,61.38,16.15,Delayed
SHP-03518,2024-03-13,2024-03-16,2024-03-16,North,ReliableCo,WH-03,Global Co,135.13,98.33,17.34,Delivered
SHP-03422,2024-12-29,2025-01-01,2025-01-02,East,FastShip,WH-08,Global Enterprises,371.56,366.41,43.08,In Transit
SHP-02564,2025-06-17,2025-06-20,2025-06-20,North,ReliableCo,WH-01,Alpha Enterprises,335.9,255.23,7.8,Delivered
SHP-01606,2024-04-29,2024-05-01,2024-04-30,Central,FastShip,WH-01,Acme Ltd,123.69,129.3,22.12,In Transit
SHP-04883,2025-02-10,2025-02-11,2025-02-12,west,Quick Move,WH-08,Omega Group,128.42,84.35,6.27,Delayed
SHP-02325,2024-05-13,2024-05-15,2024-05-15,East,speedex,WH-04,Global Inc,155.11,175.66,9.54,Delivered
SHP-02710,2025-05-16,2025-05-18,2025-05-18,North,QuickMove,WH-08,Global Industries,161.81,104.38,13.25,Delivered
SHP-04448,2024-09-04,2024-09-07,2024-09-07,East,SpeedEx,WH-06,Beta Partners,120.99,115.28,26.5,Delayed
SHP-01313,2025-02-28,2025-03-04,2025-03-04,Central,ReliableCo,WH-09,Sigma Industries,400.06,222.77,13.78,Delivered
SHP-03449,2024-10-14,2024-10-17,2024-10-17,North,ReliableCo,WH-05,Delta Industries,421.49,248.58,27.64,Delivered
SHP-03813,2024-10-02,2024-10-05,2024-10-05,East,QuickMove,WH-04,Beta Ltd,220.39,162.15,25.38,Delivered
SHP-04708,2025-03-12,2025-03-14,2025-03-14,East,SpeedEx,WH-10,Alpha Partners,67.24,59.81,11.41,In Transit
SHP-02363,2024-06-09,2024-06-10,2024-06-11,West,SpeedEx,WH-03,Delta LLC,194.61,205.63,26.87,Delivered
SHP-01976,2025-01-24,2025-01-26,2025-01-25,North,ReliableCo,WH-03,Omega Industries,100.21,82.95,8.83,Delivered
SHP-03515,2024-06-12,2024-06-16,2024-06-16,South,ReliableCo,WH-02,Alpha Group,604.21,713.0,9.94,In Transit
SHP-01762,2024-02-14,2024-02-15,2024-02-15,South,GlobalFreight,WH-07,Delta Group,394.96,238.42,18.82,Delivered
SHP-02740,2024-12-01,2024-12-03,2024-12-04,South,ReliableCo,WH-10,Prime Group,67.21,55.11,22.05,Delivered
SHP-04712,2025-03-21,2025-03-23,2025-03-24,West,QUICKMOVE,WH-08,Beta Corp,343.74,248.57,24.95,Delivered
SHP-02473,2024-02-01,2024-02-03,2024-02-03,Central,ReliableCo,WH-02,Delta LLC,285.31,285.42,38.13,Delayed
SHP-04008,2025-03-01,2025-03-03,2025-03-04,North,FastShip,WH-06,Sigma LLC,667.97,631.21,8.8,Delivered
SHP-01494,2024-01-01,2024-01-02,2024-01-01,South,FastShip,WH-03,Acme Industries,369.27,338.63,12.85,Delivered
SHP-04207,2024-04-04,2024-04-08,2024-04-08,West,FastShip,WH-07,Sigma Solutions,605.73,405.99,40.94,In Transit
SHP-02159,2024-12-24,2024-12-26,2024-12-27,North,ReliableCo,WH-03,Beta Group,607.44,320.44,8.87,Delayed
SHP-01170,2024-05-21,2024-05-23,2024-05-24,East,FastShip,WH-08,Prime Inc,370.8,363.09,23.95,Delivered
SHP-04567,2024-11-27,2024-11-28,2024-11-28,East,ReliableCo,WH-05,Global Group,187.73,75.96,35.7,Delivered
SHP-00233,2025-06-10,2025-06-14,2025-06-15,South,SpeedEx,WH-04,Beta Enterprises,625.98,601.69,74.95,Returned
SHP-00067,2024-08-28,2024-08-31,2024-08-30,West,FastShip,WH-05,Sigma Group,210.28,230.23,7.38,Delivered
SHP-01604,2024-06-22,2024-06-25,2024-06-26,West,SpeedEx,WH-01,Beta Enterprises,82.91,98.76,12.48,Delivered
SHP-03284,2025-01-03,2025-01-05,2025-01-05,Central,GlobalFreight,WH-03,Omega Ltd,318.23,176.36,28.16,Delivered
SHP-03597,2024-03-13,2024-03-16,2024-03-16,Central,GlobalFreight,WH-03,Sigma Industries,584.54,201.95,13.35,Delivered
SHP-00126,2025-01-18,2025-01-21,2025-01-22,East,ReliableCo,WH-09,Sigma Co,426.54,200.6,29.79,Delivered
SHP-01297,2025-06-10,2025-06-12,2025-06-11,North,ReliableCo,WH-02,,456.81,308.9,23.33,Delivered
SHP-01977,2025-01-09,2025-01-11,2025-01-12,South,SpeedEx,WH-03,Sigma Enterprises,477.03,534.94,16.53,Delivered
SHP-04568,2024-01-06,2024-01-08,2024-01-08,West,GlobalFreight,WH-09,Sigma Group,59.81,32.21,96.35,Delivered
SHP-04532,2024-07-24,2024-07-27,2024-07-27,East,SpeedEx,WH-06,Sigma Ltd,682.54,687.46,10.38,Delivered
SHP-02076,2024-03-28,2024-04-01,2024-04-02,south,FastShip,WH-07,Alpha Inc,585.41,434.23,22.14,Delivered
